표제어
九經齋
九華門
九里古介屛門
九門
九關臺
九陵
九龍亭
九龍寺
九龍淵烟臺
九龍烟臺
也峴屛門
乫軒
乾乾齋
乾元門
乾寧宮
乾德殿
乾止壇
乾淸宮
乾淸宮行閣
乾淸宮觀文堂
乾淸殿
乾淸門
乾聖寺
乾陵
乾陽殿
乾鳳寺
二酉軒
二間水口鐵門
二間水門
于新門
于永慕殿
于永禧殿
亏多軒
亏弗神堂
亏弗神館
亏農庫
五峯寺
五帝廟
五德寺
五殿
五臺
五臺兩處史庫
五臺史庫
五臺史閣
五臺寺
五臺山兩處史庫
五臺山史庫
五臺山史閣
五臺山實錄閣
五臺山寺
五臺山本館
五臺山璿源閣
五臺山等兩處史庫
五臺山鼎足山城史閣
五處史庫
五處所璿源閣
五處殿
五處璿源閣
五處璿閣
五行閣
五賢堂
五里亭
五間小門
五間水口門
五間水水門
五間水門
五關水門
五陵
五雲臺
五雲閣碧花堂
五鳳樓
五鳳門
五龍亭
五龍殿
井邑縣鄕校聖殿
交參門
交河郡鄕校聖殿
交河郡齋
交河長陵
交泰殿
交泰門
交濟倉
交龜亭
享化門
京中鍾閣
京倉
京兆堂
京兆門
京史庫
京史閣
京城南門
京城彰義門
京城敦義門
京城東門
京城門
京安殿
京庫
京庫寺
京極殿
京氷庫
京江倉
京江西氷庫
京營庫
京畿光陵
京畿明禮宮
京畿果川月波亭
京畿梁門
京畿楊州佛岩寺
京畿楊州奉先寺
京畿楊根郡小雪寺
京畿陵園
京福宮
京衙門
京賑倉
京軍門
京都敦化門
京都水口門
亭亭
亭谷寺
人和館
仁之門
仁元慈殿
仁元王后殿
仁元王后陵
仁兩陵
仁化正門
仁化西挾門
仁化門
仁化門廊閣
仁厚門
仁和殿
仁和門
仁城君墓
仁城大君墓
仁壽堂
仁壽宮
仁壽寺
仁好臺
仁嬪墓
仁嬪宮
仁嬪廟
仁嬪金氏墳墓
仁守門
仁安殿
仁宮宮
仁川內庫
仁川墓
仁川府鄕校大成殿
仁川府鄕校聖殿
仁川砲臺
仁川行宮
仁川行宮內庫
仁廟
仁廟古宮
仁弘門
仁德宮
仁德殿
仁慶別宮
仁慶宮
仁慶宮中政門
仁慶宮北門
仁慶宮南門
仁慶宮承華殿
仁慶宮正殿
仁慶宮重輝堂
仁慶殿
仁成君墓
仁改殿月臺
仁政之殿
仁政堂
仁政左右夾門
仁政左右挾門
仁政挾門
仁政月臺
仁政東偏門
仁政東夾門
仁政東挾門
仁政東邊門
仁政東門
仁政正門
仁政殿
仁政殿仁政門
仁政殿光範門
仁政殿內仁政門
仁政殿南月臺
仁政殿月臺
仁政殿東挾門
仁政殿東月臺
仁政殿東行閣
仁政殿東邊仁和門
仁政殿東門
仁政殿正門
仁政殿萬安門
仁政殿西月臺
仁政殿西正門
仁政殿西邊月臺
仁政殿西邊藝文館
仁政殿門
仁政殿閣
仁政西門
仁政門
仁政門內梨園
仁政門春塘臺
仁政門月臺
仁政門東夾門
仁政門陞月臺
仁明園
仁明園丁字閣
仁昭殿
仁殿
仁殿殿月臺
仁殿門
仁熙殿
仁王寺
仁知門
仁穆王后陵
仁粹王大妃殿
仁興君墓
仁興君廟
仁賢學宮
仁門
仁陵
仁陵丁字閣
仁陵碑閣
仁陵紅箭門
仁陵行宮
仁陵陵上丁字閣
仁陽殿
仁顯聖后碑閣
仁風樓
仇沙殿
今在門
介爾門
付根堂
仙巖寺
仙源庫
仙菴寺
仙陵
仙鴨寺
仙鶴寺
代雁門
令廟
令紫門
仰巖寺
仰菴寺
价川倉
任實縣鄕校聖殿
伊川所在溫陵
伊陵
伏波亭
伏波樓
伏波門
伏羲陵
伏龜亭
休正閣
休逸臺
伴宮
伴鷗亭
伽倻國始祖陵
伽倻山海印寺
伽洛王陵
佛岩寺
佛巖倉
佛巖寺
佛恩寺
佛日寺
佛藏寺
佳瑞門
來蘇亭
侍中臺
侐本宮
供正庫
便殿
俄國公使館
俄館
俄館前門
俗利寺
俗離寺
保和庫
保和殿
保定門
保寧安興倉
保寧縣鄕校聖廟
保庭門
保恤庫
保敬堂
保景堂
保章門
信城君墓
信川宮
信度墓
信敬堂
修仁寺
修城庫
修心寺
修政堂
修政殿
修政殿內行閣南門修政門
修政門
修文堂
修文殿
修正寺
修正殿
修正門
修進堂
倉庫門樓
候朝門
候風館
倚風亭
倚風樓
倡義門
倭西館
倭館
倭館三漕倉
假閣
健元陵
健元陵丁字閣
健元陵碑閣
健元陵紅箭門
健元陵紅門
健元陵齋室行閣
健元陵齋室門
健善門
健陵
健陵丁字閣
健陵丁字閣北神門
健陵碑閣
健陵紅箭門
健陵華寧殿
健陵陵上丁字閣碑閣
健陵顯隆園
健陵齊室門
健陵齋室門
健陽門
健順門
傍川水門
備邊司大門
備邊司殿
備邊司西門
備邊司門
傳心殿
傳燈寺
僖康王陵
僖慶門
僖陵
僧伽寺
僧倉
儀仗庫
儀仗庫行閣
儀嬪廟
儀宸門
儀廟
儀鳳門
億政寺
儒城倉
儒宮
儒理王陵
償債庫
儲升殿
儲堂
儲慶宮
儲慶宮大門
儲慶宮正堂
儲慶宮神門外月臺
儲慶宮門
儲承堂
儲承殿
儲承殿別堂
儲承殿南別堂
儲承殿南行閣
儲承殿行閣
儲景宮
儲餉倉
儼若臺
元吉軒
元吉門
元堂
元堂里行宮
元堂里行殿
元堂里行殿欑宮
元妃廟
元嬪墓
元嬪墓丁字閣
元嬪宮
元嬪廟
元嬪廟墓
元子宮
元宗陵
元定門
元山交濟倉
元山倉
元帥臺
元廟
元廟舊宮
元武門
元通寺
元陵
元陵丁字閣
元陵假丁字閣
元陵大王陵
元陵山陵
元陵王后陵
元陵碑閣
元陵紅箭門
元陵造泡寺
兄倉
先壠壇
先牧壇
先聖廟
先聖廟殿
先蠢壇
先蠶壇
先蠶壇北邊紅箭門
先蠶壇南北紅箭門
先蠶壇南神門
先蠶壇南邊紅箭門
先蠶壇四面紅箭門
先蠶壇東北邊紅箭門
先蠶壇東南北紅箭門
先蠶壇東南西紅箭門
先蠶壇東西北紅箭門
先蠶壇東西南邊紅箭門
先蠶壇東邊紅箭門
先蠶壇東邊西邊北邊紅箭門
先蠶壇西北紅箭門
先蠶壇西北邊紅箭門
先蠶壇西邊紅箭門
先蠶祭壇
先豊壇
先農壇
先農壇北邊紅箭門
先農壇南北邊紅箭門
先農壇南西紅箭門
先農壇南邊紅箭門
先農壇四面紅箭門
先農壇東北紅箭門
先農壇東南北紅箭門
先農壇東西北紅箭門
先農壇東西紅箭門
先農壇東邊北邊紅箭門
先農壇東邊紅箭門
先農壇祭壇
先農壇紅箭門
先農壇西北邊紅箭門
先農壇西邊紅箭門
先農壇觀刈臺
先農射壇
先陵
光世殿
光化東夾門
光化東挾門
光化東西挾門
光化正門
光化西夾門
光化西挾門
光化門
光化門外月臺
光化門東邊打午正鼓行閣
光化門東邊水門
光化門樓
光化門正門
光化門紅箭門
光化門西挾門
光和門
光四門內行閣
光城府院君金萬基墓
光巖寺
光州牧鄕校聖殿
光廟
光德門
光德門西邊內宮墻挾門
光政殿
光政門
光明殿
光明殿南門
光明殿月臺
光明殿緝熙堂
光明門
光昭殿
光正門
光武陵
光海之墓
光海君墓
光海君廟
光海君母墓
光海墓
光海廟
光熙兩門
光熙門
光熙門五間小門
光熙門五間水門
光祿寺
光禧門
光範門
光臨門
光華門
光達門
光陵
光陵丁字閣
光陵大王陵
光陵奉先殿
光陵王后陵
光陵造泡寺
光陵閣
光陵順康園
光陽烽臺
光陽白雲寺
光陽門
光順門
光風樓
克柔齋
克綏堂
克綏齋
克裕齋
兌秋門
兔山縣西倉
兔山縣鄕校正殿
兔山縣鄕校聖殿
党公門
內佛堂
內冰庫
內南門
內史庫
內司僕寺
內司僕水門
內城之北門樓
內外史庫
內外氷庫
內大門
內寺
內局庫
內帑庫
內帑庫前行閣
內庫
內弓房廣德庫
內書閣
內梓宮
內殿
內氷庫
內浦伽倻山白菴寺
內湛恩堂
內神門
內藏庫
內西門
內資寺
內農圃新川庫
內郭山雲興館
內都庫
內閣
內閣大門
內閣西庫
內閣門
內院寺
內需門
內願堂
全州之慶基殿
全州南門
全州史庫
全州府鄕校大成殿
全州府鄕校聖殿
全州廟殿
全州廟殿壇
全州慶基殿
全州慶基殿肇慶廟
全州梧木臺
全州眞殿
全州肇慶廟
全州西門
全州關廟
全州飛飛亭
全溪大院君墓
全溪大院君宮
全溪大院君宮大門
全羅道三漕倉
全羅道任實縣仙鴨寺
全羅道古今島關王廟
全羅道慶基別殿
全羅道法聖倉
全羅道羅里浦倉
全羅道群山倉
全羅道群山聖堂倉
全羅道聖堂
全羅道聖堂倉
全羅道興陽金塔寺
全羅道茂朱府赤裳山城史庫
全羅道茂朱璿源閣
全羅道關王廟
全羅道靈光郡法聖倉
全羅道靈巖道岬寺
全羅道順天仙巖寺
全羅道順天府仙巖寺
全羅道順天府松崗寺
全義縣鄕校聖殿
全義飛庵寺
兩儀殿
兩儀門
兩南史庫
兩宮
兩本宮
兩殿
兩關王廟
兩陵
兩齋
八仙堂
八公寺
八卦亭
八幡宮
八王廟
八莒倉
八莒縣倉
八角亭
八角殿
八達外門
八達門
八陵
八陵宮殿
八風臺
公州招魂閣
公州牧鄕校聖殿
公州神院寺
公州鄕射堂
公州鶴寺
公州麻谷寺
公忠道可興倉
公忠道牙山倉
公林寺
公洪道牙山倉
六一閣
六仙樓
六化亭
六吾堂
六宮
六德齋
六曹大路屛門
六科廊端門
六臣之墓
六臣墓
六臣祠拜䳌樓
六陵
共北門
共皇園
兵庫
兵房庫
具慶堂
典谷寺
兼濟庫
冀陵
再明殿
冒德宮
冕服閣
冠嶽寺
冬栢亭
冰庫
冶爐倉
冷殿
冷泉亭
冷泉齋
冽泉東夾門
冽泉樓
冽泉門
冽泉門夾門
冽泉閣
凈惠寺
凈月殿
凈業院碑閣
凉亭
凉梵寺
凌波臺
凌漕倉
凌烟畫閣
凌烟閣
凌煙閣
凌虛亭
凌閣
凌雲臺
凝春門
凝福亭
凝福殿
凝秀亭
凝鑾軒
凝香亭
凝香堂
几陽亭
出山漸臺
出石寺
出馬亭
函仁亭
分奉常寺筦千庫
分禪寺
刑曹南門樓
刑縣門
列泉門
列雲臺
別倉
別堂
別宮
別庫
別餉庫
別館
利原倉
利園
利城倉
利城北曲口烽臺
利城君內外墓
利城城門
利城者外倉
利川府行宮
利川府鄕校聖殿
利川行宮
利樓
利興寺
利花亭
利見臺
制勝墩臺
制勝樓
則天門
前景慕宮
前禁衛南倉
前面紅箭門
剛陽門
劉昭儀墓
劍官門
劍水館
劍門
劍閣
劒水館
劒閣
功德寺
功臣堂
功臣閣
加倉
加分倉
加林寺
助邑倉
勅庫
勅需庫
動政殿
動政門
勝蓮寺
募華館
募館
勤改殿
勤政之殿
勤政正門及左右挾門
勤政殿
勤政殿北月臺
勤政殿後門
勤政殿排設處及城內外道路左右屛門
勤政殿月臺
勤政殿東月臺
勤政殿東行閣門啓仁門
勤政門
勤政門月臺
勤正門
勤殿
勤營門
勸政殿
勸物軒
勸耕臺
勿也面昌海里覺華寺
包荒倉
化敦門
化西挾門
北中門
北京五鳳門
北仁門
北作門
北作門八角亭
北倉
北兩倉
北兩廟
北八陵
北別堂
北園
北園皇壇
北坍門
北城將臺
北城行宮
北城鍊臺
北城門
北場門
北墻門
北壇
北壇祈雨壇
北壝門
北夾門
北安門
北宮
北宸門
北將臺
北小門
北岳中臺
北巿樓
北平館
北廟
北挾門
北新庫
北東面昭陵
北松亭
北樓
北正門
北殿
北水門
北水閣
北水閣三處水門
北水閣北門
北水閣東邊水門
北水閣水門
北水閣水門西邊鐵門
北水閣水門西邊門
北水閣西邊水門
北水閣西邊鐵門
北水閣金虎門
北水閣鐵箭門
北水閣鐵門
北涼亭
北淸門
北漢中興寺
北漢倉
北漢僧伽寺
北漢內殿
北漢北門
北漢城內十一寺
北漢城門
北漢外殿
北漢大南門
北漢大城門
北漢大成門
北漢大東門
北漢大東門樓
北漢太古寺
北漢將臺
北漢山倉
北漢山城別庫
北漢山城行宮
北漢山城行宮及倉庫與東南門樓
北漢平倉
北漢文殊門
北漢新門西門
北漢東西門
北漢東門
北漢水門
北漢江倉
北漢管城倉
北漢行宮
北漢行宮內外正殿
北漢行宮公廨倉庫
北漢行宮軍餉庫
北漢行殿
北漢西門
北漢重興寺
北漢鍊戎臺
北漢門
北營南倉火藥庫
北營夢踏亭
北營大門
北營瑞蔥臺
北營門
北社壇
北神寺
北神門
北空心墩臺
北臺
北苑玄明門
北苑皇壇
北行閣
北行閣門壽祺門
北路交濟倉
北辰門
北道交濟倉
北道元山倉
北道八陵
北道本宮
北道濬源殿
北道純陵
北道義陵
北邊紅箭門
北郊厲壇
北郊厲祭壇
北郊壇
北郊析雨壇
北郊癘壇
北郊祄雨壇
北郊祈雨壇
北郊諸壇
北部字內懿寧園
北部宣惠廳契水門
北部延禧宮
北部延秋門契彰義宮後門
北部彰義門
北部望遠亭
北部栖雲寺
北部棲雲寺
北部水門
北部祈雨壇
北部諸壇
北鄙祈雨壇
北鎭廟
北門
北門樓
北門毓德門
北門皇寺
北門隆智門
北關交濟倉
北關大善寺
北關廟
北關王廟
北關陵園
北陵
北震門
北靑四軍倉
北靑府鄕校大成殿
北靑府鄕校聖殿
北靑興福寺
北靑軍倉
北靑門
北靖門
北館
北齋
匪躬堂
區業寺
十字橋安洞屛門
十字閣
十字閣庫
十字閣西邊水門
十相寺
十興樓
千一門
千五門
千五門南行閣
千佛寺
千山寺
千慕堂
千房寺
千方寺
千春門
千秋殿
千秋殿北行閣
千秋門
千香閣
升安門
午正門
午門
協光門
協吉堂
協和門
協善堂
協寅門
協康門
協暘門
協暢門
協湯門
協生門
協祥門
協義門
協門
協陽諸門
協陽門
南二廟
南井門
南京大理寺
南京獻陵
南作門
南倉
南倉火藥庫
南兩大門
南兩廟
南別倉
南別堂
南別宮
南別宮紅箭門
南別宮西行閣
南別殿
南別殿正殿
南別營下南倉
南別營北門
南別營南倉
南別營南倉火藥庫
南別營火藥庫
南別臺
南別館
南北壇
南北水門
南北甕城門
南北門
南北關交濟倉
南北館
南原仙彦寺
南原廟
南原泉隱寺
南原波根寺
南原縣鄕校聖殿
南原興國寺
南向寺
南園
南城行宮
南城譙樓
南城雨水臺
南墻門
南壇
南壇先蠶壇
南壇先農壇
南壇北邊紅箭門
南壇南北邊紅箭門
南壇南遑紅箭門
南壇南邊紅箭門
南壇四面紅箭門
南壇星壇
南壇東北紅箭門
南壇東北邊紅箭門
南壇東南北三邊紅箭門
南壇東南北紅箭門
南壇東西北邊紅箭門
南壇東西南紅箭門
南壇東西邊紅箭門
南壇東邊紅箭門
南壇砌門
南壇祈雨壇
南壇紅箭門
南壇西北邊紅箭門
南壇西邊紅箭門
南壇雩壇
南壇雩社壇
南壇雩祀壇
南壝門
南大門
南天門
南宮
南宮雲臺
南寧宮
南將臺
南小洞南倉
南小營南倉
南小營南倉火藥庫
南小營挹柏堂
南小營火藥庫
南小營瑞蔥臺
南小門
南小館
南少館
南山峯燧宣武堂
南山氷庫
南山烽臺
南山石水臺
南山邑倉
南山龍壇
南平縣鄕校聖殿
南平興雲寺
南平雲興寺
南廟
南廟大門
南廟正殿
南廟門
南延君墓
南延君宮
南延君宮門
南延君祠宇大門
南所敦化門
南所館
南擊臺
南新門
南暗門
南月臺
南村挹百堂
南格臺
南極樓退軒
南樓
南標樓
南檄臺
南殿
南殿宗廟
南殿祭器庫
南殿門
南殿閟宮
南水門
南水門東邊水門
南水閣
南水閣北門
南水閣東邊水門
南水閣東邊鐵門
南水閣水門
南水閣水門東邊鐵門
南水閣水門西邊鐵門
南水閣西邊水門
南水閣西邊鐵門
南浦項烽臺
南海堂
南海廟
南海曲浦倉
南海王陵
南海神廟
南海縣鄕校聖殿
南海龍門寺
南漢別庫
南漢北門
南漢南格臺
南漢南門
南漢城倉
南漢宗廟
南漢將臺
南漢山城南壇寺
南漢山城南格臺
南漢山城四大門十三暗門
南漢山城西將臺
南漢東門
南漢楊津倉
南漢溫祚王廟
南漢漢興寺
南漢營庫
南漢獻陵
南漢砲樓
南漢行宮
南漢西將臺
南漢軍餉庫
南漢還宮
南漢鍊兵館
南熏殿
南營火藥庫
南砲樓
南神武門
南神門
南祭壇
南福門
南禪寺
南臺
南薫殿
南薰殿
南薰門
南行閣
南行閣大門
南西門
南譙樓
南軒
南邊紅箭門
南邊軍餉色樓
南邊門
南郊先農壇
南郊南壇
南郊南雩祀壇
南郊壇
南郊山壇
南郊漢江壇
南郊省耕臺
南郊雩壇
南郊雩祀壇
南郊雲祀壇
南郊馬祖壇
南部西氷庫
南里門
南門
南門樓
南關交濟倉
南關廟
南關王廟
南關王廟正殿
南陔陵
南陵
南陽府鄕校聖殿
南隔臺
南館
博陵
卡倫門
印信寺
即阼堂
却金亭
卽昨堂
卽祚堂
卽阼堂
厚兩陵
厚昌郡鄕校聖殿及社厲壇
厚陵
厚陵丁字閣
厚陵王后陵
厚陵神門
厚陵紅箭門
厚陵興敎寺
厚陵造泡寺
原城縣覺林廢寺
原城覺林廢寺
原山倉
原州九龍寺
原州國享寺
原州淸虛樓
原州牧鄕校聖殿
原州興元倉
原廟
原春道寧越莊陵齋宮
原春道江陵
原春道江陵史閣
原春道鐵原府深圓寺
原水寺
原興寺
原襄道江陵
原陵
厦門
厲壇
厲壇北邊紅箭門
厲壇南邊紅箭門
厲壇四面紅箭門
厲壇壇
厲壇壇上及四面紅箭門
厲壇東北邊紅箭門
厲壇東南北紅箭門
厲壇東南紅箭門
厲壇東南西北邊紅箭門
厲壇東南邊紅箭門
厲壇東邊紅箭門
厲壇西南紅箭門
厲壇西南邊紅箭門
厲壇西邊紅箭門
去思臺
參星壇
叅星壇
友善堂
叔陵
受多門
受降亭
叢石亭
古今島關王廟
古倉
古基陵
古斜堂
古東門
古站倉
古縣倉
古西門
古闕寺
古阜寺
古阜郡鄕校聖殿
古靈寺
古靈普光寺
召公臺
召寧園
召懿昭墓
召陵
可寒壇
可興倉
史庫
史閣
史閣東庫
史閣西庫
史閣西樓
右倉
右化門
右史堂
右文閣
右水臺
右漕倉
右畠山殿
右華門
右達門
右順門
司䆃寺
司僕倉
司僕寺
司天臺
司寒壇
司寒壇北邊紅箭門
司寒壇南北邊紅箭門
司寒壇南邊紅箭門
司寒壇四面紅箭門
司寒壇壇上及四面紅箭門
司寒壇東北邊紅箭門
司寒壇東南北邊紅箭門
司寒壇東西邊紅箭門
司寒壇東邊紅前門
司寒壇東邊紅箭門
司寒壇紅箭門
司寒壇西南紅箭門
司寒壇西南邊紅箭門
司寒壇西邊紅箭門
司空公墓
司贍寺
司饔門
司馬門
各陵
合井里望遠亭
合亭
合宮
合樓
合章門
吉州廣積寺
吉帷宮
吉惟宮
吉祥寺
同和門
同春堂
同春門
同樂園
同樂軒
同治皇陵
同泰寺
向春軒
君子亭
君子寺
君尼寺
含元殿
含元殿麟趾堂
含光門
含化堂
含弘閣
含春園
含春苑逌覲門
含春門
含毬門
含涼門
含章殿
含章門
含香門
吳門
呂春門
呈瑞門
周審園
周廟
周易齋
周謨門
味鄒王陵
呼子殿
咊倉
和吉翁主房墓
和嬪墓
和嬪廟
和平翁主內外墓
和平翁主墓
和殯墓
和義君墓
和豐倉
和陵
和陵丁字閣
和陵兩陵
和順宮
咨政殿
咸一齋
咸一齋東狹門
咸化堂
咸和堂
咸和門
咸安二樹亭
咸安郡鄕校聖殿
咸安閣
咸安齋
咸宮
咸寧東別堂
咸寧殿
咸寧殿之北別堂
咸寧殿之西別堂
咸寧殿大門
咸寧殿西別堂
咸寧殿諸殿閣
咸帨倉
咸平倉
咸平社壇
咸平縣社壇
咸平縣鄕校聖殿
咸悅倉
咸悅縣聖堂倉
咸悅縣鄕校聖殿
咸悅聖唐倉
咸悅聖堂倉
咸昌書堂
咸昌縣鄕校聖殿
咸春門
咸有齋
咸興之本宮
咸興倉
咸興兩本宮
咸興南門
咸興定陵
咸興府豐沛館
咸興府鄕校聖殿
咸興府馳馬臺
咸興慶興殿
咸興成佛寺
咸興本宮
咸興本宮正殿
咸興本宮豐沛樓
咸興樂民樓
咸興歸州寺
咸興歸州洞讀書堂
咸興濬源殿
咸興白雲寺
咸興純陵
咸興讀書堂
咸興雲田倉
咸興馳馬臺
咸豐之陵
咸豐陵
咸鏡道交濟倉
咸鏡道南署交濟倉
咸鏡道安邊府釋王寺
咸鏡道安邊釋王寺
咸鏡道純陵
咸鏡道鐵嶺烽臺
咸陽宮
咸陽殿
咸陽郡鄕校聖殿
哈大門
哈達門
員兒山香林寺
哲陵
唐串倉
唐殿
唐津倉
唐津縣鄕校聖殿
唱德宮
啓亨堂
啓仁門
啓命殿
啓慶軒
啓星堂
啓祥堂
啓聖廟
啓聖殿
啓聖祠正堂
啓運別宮
啓運宮
啓陵
善山府鄕校聖殿
善德王陵
善竹橋碑閣
善賢寺
善長門
善門
善養亭
喚醒閣
喜平館
喜秋門
喜雨亭
喬桐府鄕校大成殿
喬桐府鄕校聖殿
喬桐府鄕校聖殿殿
喬陵
喬陵文廟
單于臺
嘉孝堂
嘉山渴馬倉
嘉山郡所在宜嬪宮
嘉山郡聖廟
嘉山郡鄕校聖殿
嘉山靑龍寺
嘉山館
嘉平館
嘉德門
嘉應門
嘉成門
嘉會亭
嘉會門
嘉林寺
嘉樹軒
嘉淵寺
嘉興倉
嘉靖堂
嘉順宮
嘉願宮
嚮五門
嚮旭門
嚮明門
嚮榮門
嚴光寺
嚴川寺
嚴政寺
嚴正寺
嚴陵
四仙閣
四勿軒
四大門
四宮
四方城臺
四方臺
四殿堂
四殿閣
四王寺
四皓閣
四美堂
四美堂東狹板門
四處史庫
四處外史庫
四處璿源閣史庫
四賢祠正堂
四門
四陵
四面紅箭門
四館
回泰門
回泰門內行閣
回泰門西邊內宮墻二門
回泰門西邊墻垣二門
回洛諸倉
回臥堂
回龍寺
因圍門
固城倉
固城法泉寺
固城縣鄕校聖殿
固陵
囿隱墓
圃隱廟
國分寺
國分禪寺
國分襌寺
國子聖廟
國寧寺
國師堂
國昌寺
國本寺
國淸寺
國玉殿
國社壇
國祀堂
國祠堂
國稷壇
國靈寺
園丘壇
園役庫
園陵
圓城寺
圓壇
圓廣寺
圓明園
圓明園之正大光明殿
圓明圓園
圓明寺
圓覺寺
圓覺廢寺
圓通寺
圓陵
圖覺寺
圜丘壇
圜壇
圜邱壇
土亭
土堂寺
土門
在山樓
在德堂
在貞陵
地壇
地安門
地水堂
地藏寺
地谷寺
坡州之軍需庫
坡州倉
坡州公館
坡州別宮
坡州坡平館
坡州官門
坡州水月亭
坡州永陵
坡州牧和平翁主墓
坡州牧行宮
坡州牧行宮門
坡州牧鄕校聖殿
坡州行宮
坡州長陵
坡州長陵齋殿
坡州雲川面大德洞前長陵
坡州順陵
坡平館
坡廟
坡館
坤寧宮
坤殿
垂恩墓
垂恩廟
城倉
城均館
城外瑞葱臺
城寺
城機庫
城門
城隍堂
城隍壇
執春門
執禮門
堤川倉
堯母門
報壇
報平殿
報德寺
報恩俗離寺
報恩寺
報恩郡大成殿
報恩郡鄕校聖殿
報恩鄕校聖殿
報春亭
報春樓
報春門
報漏門
報漏閣
場轅門
場門
塋原寺
塔寺
塞門
塞門宮
塹城臺
墨寺
壇上及四面紅箭門
壇下門
壇砌門
壇門
士谷書齋
士谷河哥書齋
壯元亭
壯南軒
壯洞延秋門
壯洞弼雲臺
壯洞彰義宮
壯洞鍾閣
壯洞養正齋
壯營別庫
壯營馬園
壯義宮
壯義寺
壯義門
壯西門
壯陵
壹淸軒
壺山館
壺洞屛門
壽亭侯廟
壽亭廟
壽仁堂
壽仁門
壽仁門內行閣
壽城宮
壽安門
壽宮
壽寧宮
壽州倉
壽康宮
壽康殿
壽康門
壽康齋
壽德宮
壽成宮
壽昌宮
壽星壇
壽春君墓
壽珍宮
壽皇殿
壽皇殿之南門
壽盡宮
壽眞宮
壽進坊新本宮
壽進宮
壽進等宮
壽酒亭
壽閣
壽陵
壽靜堂
壽靜堂行閣
壽靜殿
壽靜殿東行閣
壽靜殿西翼閣
壽靜門
夏臺
夏門
夕廟
夕月壇
夕陽亭
夕陽樓
夕食堂
外三門
外中東門
外倉
外內史庫
外八門
外北山漢北門
外南山之南壇
外南山雩祀壇
外南山靑鶴亭
外口門
外史庫
外大門
外奎章閣
外庫
外攘門
外方影殿
外氷庫
外湛恩堂
外神門
外行閣南門崇陽門
外行閣南門貳極門
外都庫
外閣
多慶門
多慶閤南門是總門
多率寺
夜晝介延光門
夜晝峴甁門
夜照軒
夢松樓
夢溪寺
夢賚亭
夢踏亭
夢錦堂
夢鷄寺
大丘府鄕校聖殿
大乘寺
大佛寺
大來門
大倉
大僕寺
大光明殿
大內殿
大勝寺
大南門
大南門樓
大友殿
大同庫
大同門
大同館
大同館內快哉亭
大和宮
大和樓
大哉門
大國堂
大城門
大城門樓
大報一壇
大報之壇
大報壇
大報壇冽泉門
大報壇前之門
大報壇北墻上水門
大報壇北墻東北水門
大報壇北水門
大報壇奉室後水門
大報壇奉室敬奉閣
大報壇奉室敬奉閣及齋殿
大報壇拱北門東邊水門
大報壇敬奉閣
大報壇明禮門
大報壇朝宗門
大報壇東北水門
大報壇水門
大報壇神門
大報壇齋殿
大報皇壇
大妃殿
大嬪墓
大嬪宮
大嬪宮內三門
大嬪宮正堂
大嬪廟
大學齋
大安正門
大安西夾門
